iter	RMSE
818	14.16462086
819	14.14518052
820	14.12282745
821	14.10362657
822	14.08207569
823	14.05993967
824	14.04094098
825	14.019597
826	13.99767605
827	13.97887752
828	13.95773893
829	13.93603113
830	13.91743074
831	13.90239571
832	13.88143455
833	13.85991579
834	13.84149056
835	13.82073198
836	13.79942257
837	13.78119163
838	13.76063414
839	13.73953228
840	13.72149372
841	13.70063919
842	13.68023977
843	13.66239153
844	13.64727166
845	13.62659856
846	13.60637168
847	13.58869139
848	13.56821949
849	13.53385945
850	13.5188053
851	13.48515017
852	13.47025115
853	13.45554103
854	13.42253963
855	13.40798182
856	13.37565374
857	13.3612473
858	13.34702389
859	13.3214196
860	13.30734939
861	13.27607661
862	13.26215384
863	13.24030741
864	13.226538
865	13.212944
866	13.19138098
867	13.17793716
868	13.14791143
869	13.1342886
870	13.12084359
871	13.09708361
872	13.08379295
873	13.07067557
874	13.05246449
875	13.03177017
876	13.00236334
877	12.98433289
878	12.95546715
879	12.93537439
880	12.90523935
881	12.87589803
882	12.84732928
883	12.81951247
884	12.7924275
885	12.78108624
886	12.76991101
887	12.74307672
888	12.7320401
889	12.70607172
890	12.6951701
891	12.66942531
892	12.65865967
893	12.63823309
894	12.62760782
895	12.59943778
896	12.58894132
897	12.56045038
898	12.550081
899	12.53986348
900	12.53261223
901	12.52253909
902	12.51623184
903	12.50630134
904	12.50008651
905	12.49029667
906	12.48335476
907	12.47370335
908	12.46767169
909	12.45454572
910	12.43386084
911	12.41562681
912	12.40615472
913	12.39682121
914	12.39084529
915	12.37280942
916	12.36359166
917	12.34308211
918	12.33398522
919	12.31106858
920	12.29078339
921	12.26821237
922	12.25919946
923	12.2391365
924	12.22637721
925	12.21960658
926	12.19732195
927	12.18847472
928	12.18258494
929	12.17003355
930	12.1501263
931	12.12812768
932	12.11944322
933	12.11361266
934	12.09437519
935	12.08199498
936	12.06224414
937	12.05372135
938	12.03228994
939	12.01275662
940	12.0005475
941	11.99396271
942	11.97518776
943	11.96337382
944	11.9454785
945	11.93444178
946	11.92292985
947	11.90524884
948	11.888592
949	11.88091872
950	11.86957873
951	11.85309998
952	11.84550823
953	11.83801516
954	11.82172324
955	11.81054963
956	11.77100524
957	11.76356753
958	11.75622654
959	11.73255551
960	11.69363375
961	11.68262091
962	11.65725656
963	11.63818719
964	11.63086952
965	11.61204729
966	11.58881919
967	11.56608969
968	11.5474392
969	11.52270833
970	11.5043102
971	11.48616278
972	11.47574552
973	11.45917904
974	11.45184783
975	11.44461184
976	11.40732646
977	11.39939475
978	11.38856357
979	11.35190127
980	11.34405273
981	11.30804604
982	11.29733654
983	11.28074382
984	11.2729689
985	11.23750683
986	11.22981922
987	11.21924066
988	11.1843709
989	11.17676389
990	11.1425173
991	11.13205931
992	11.12453225
993	11.10791819
994	11.07418775
995	11.06673634
996	11.05640613
997	11.02323886
998	11.01520667
999	11.00502969
